Grow Group Limited,11056972
Europa Warehouse Limited,11057054
Pullman Fleet Solutions Limited,11057057
Europa Air & Sea Limited,11057063
Ancala Water Services Midco2 Limited,11057102
Healthcare Partners Limited,11058249
Orange UK Holdings Limited,11058668
CDH Matur Holdings Limited,11059072
I-Logic Technologies UK Limited,11060687
Gov Facility Services Limited,11061429
The Bridge Community Care Limited,11061705
Bolt Services UK Limited,11063356
I-Logic Technologies Bidco Limited,11063542
GS Em Limited,11063572
County Oil Holdings Limited,11064535
Chevin Group Holdings Limited,11064744
Robert Pochin Holdings Limited,11064747
Egbert Taylor Holdings Limited,11064970
MXLG Acquisitions Limited,11065145
Pearl Income Holdings UK Limited,11065839
Ares MF UK Management Limited,11065864
Apollo Credit Management International Limited,11066420
Broadgate 1960 Company Limited,11066469
Domain Registry Services Limited,11066643
Ordet Limited,11067364
Ticker Limited,11068409
Reckitt Benckiser Health Limited,11069293
Same Day Home Buyer Limited,11069316
Inspired Finco Holdings Limited,11069994
Smartflow Payments Limited,11070048
Surrey Hills Trading Limited,11070392
Everlight Radiology Limited,11070491
Zara UK Holdco Limited,11071360
Sumo Group Limited,11071913
McMullen Facades Limited,11073163
Alkra International Ltd,11073212
Murphy & Son International Limited,11073300
Brookfield Properties (UK Re) Limited,11073465
Silverhook Holdings Limited,11073978
John F Hunt Power Group Limited,11073996
Vogue Sourcing Limited,11074230
XTX Investments UK Limited,11074405
Howard Tenens Logistics Limited,11074927
DC Holdings (Lincoln) Limited,11076209
Ghi Holdings Limited,11077970
JM Properties & Investments Ltd,11078460
Riot Labs Ltd,11078580
Heni Holdings Limited,11078584
Newgen Holdings Limited,11078979
The Rat And Two Horses Limited,11079835
Ancala Water Services Investco Limited,11079841
Caddick Construction (NW) Limited,11079871
Fat Hippo Group Limited,11079987
The Feel Good Group (Holdings) Limited,11080199
Corelink Rail Infrastructure Limited,11080223
Riverstone Living Holdings Limited,11081627
Leonard Cheshire Services Cic,11081820
CRC New Energy (UK) Limited,11081865
Encyclis Ireland Assets Limited,11082165
Curious Universe UK Limited,11082233
Vyta Health Holdings Limited,11082391
RVLV UK Limited,11082406
Grant Store Limited,11083182
Ai Wertheimer Parentco UK Limited,11083865
Downing Construction Ltd,11083933
Cpoms Systems Limited,11084090
HSS Proservice Limited,11084154
Netsparker Holdings Limited,11086326
Nra Group Limited,11086332
Third State Pizza Holdings Limited,11086663
Ashcourt Fuels Limited,11086783
IDSH Limited,11086942
Lih Property 2 (UK) Limited,11087334
Cadogan Income Properties Limited,11088801
The Hex Group Of Companies Limited,11088920
Bechtel Nuclear Power Company Limited,11089473
Lancaster Holdings Limited,11089637
Brencham (1988) Limited,11089708
Bayswater Education Limited,11089784
Maverick Topco Limited,11090416
Maverick Interco Limited,11090589
Platinum Skies Holdings Limited,11090595
Lendco Holdings Limited,11090757
Little Wenlock Enterprises Limited,11091121
Ser Holdings Ltd,11091154
White Rose Farms Limited,11091424
Ergo Travel Insurance Services Ltd,11091555
PDF-Xchange Co Ltd,11091579
Jettison Productions Limited,11092188
Wyatt Homes Southern Limited,11092333
Progressive Group (Newbury) Ltd,11092881
Addison Clark Ltd,11093669
Coursera UK Limited,11094534
H2o Logistics Limited,11095278
Absa Securities United Kingdom Limited,11095672
Element Logic UK Ltd,11095698
Dinsdale Group Limited,11097176
Argo Blockchain Plc,11097258
People Paye Limited,11098037
Linden (Basingstoke) Limited,11098181
Zeelo Supplies Limited,11098215
Ascent Holding Group Limited,11098785
Lantern Portfolio Management Limited,11098802
Lyster Holdings Ltd,11099036
Netloc Holdings Limited,11099179
Specialist Risk Investments Limited,11099339
The Roald Dahl Story Company Limited,11099347
Telco Holdings UK (A) Limited,11099638
Linden Wates (Barrow Gurney) Limited,11099713
Smithbrewer Trading Limited,11099953
Smith & Co (Holdings) Limited,11100290
Alchemy Technology Services Limited,11100782
IHL Tenant Holdco Limited,11100947
Bridewell Consulting Limited,11101195
Murphy Power Networks Limited,11101645
Selfridges Manchester Limited,11101780
Utilico Emerging Markets Trust Plc,11102129
Park Properties Housing Association Ltd,11102291
TXM Consult Limited,11102339
Anderson O&U Limited,11102447
Broadwick Live Limited,11103387
Tulipland Potatoes Holdings Limited,11103640
Plant Meat Limited,11104088
Heylo Housing Group Limited,11104403
Baram JTC Limited,11105229
Story Contracting Holdings Limited,11105510
Aioi Nissay Dowa Insurance UK Limited,11105895
Luxury British Design Holdings Limited,11106350
Trueman Holdco Limited,11106461
CC Group Services Limited,11108344
Ginger Topco Limited,11108370
Laminar Group Ltd,11108678
TSD Holding Limited,11108726
Ashley Chartering Limited,11108727
Humber Gathering System Limited,11110577
Tourstan Global Limited,11111042
Vita Food Group Limited,11111199
Harniss Holdings Limited,11111305
Insanely Great Company Limited,11111416
C3 Construction Group Limited,11112010
Galaxy Group Midco Limited,11112295
Celonis Ltd,11112312
Galaxy Group Bidco Limited,11112428
Kelling Group Limited,11112713
YGC Group Limited,11112992
Deps Holdings Limited,11113073
Explore123 Limited,11113110
ADMK Limited,11114063
Q3 Facilities Holdings Limited,11114105
Agfa Healthcare It UK Limited,11114195
Thought Machine Group Limited,11114277
Mobus Fabrics Holdings Limited,11114986
Guardian Financial Services Limited,11115769
Hornsea 1 PSC Limited,11116433
Montyredman Holdings Limited,11116748
Linxon PVT Ltd,11116970
Bartups Limited,11117282
Brevan Howard Asset Management Services Limited,11117501
Murray Holdings (SW) Limited,11118150
Roskel Holdings 2017 Limited,11118503
Kirkman And Jourdain Construction Limited,11119670
UK Tote Group Limited,11119798
BPG Solutions Ltd,11119800
Amphista Therapeutics Limited,11119959
Lincs Wind Farm (Holding) Limited,11120374
Natoora Group Limited,11120432
Barry's Bootcamp UK Limited,11120435
Moth Holdings Limited,11120476
Hornsea 1 Holdings Limited,11120527
Tivoli Group Limited,11120774
Owncompany UK Limited,11121433
Phoenix ER4 Limited,11121610
Cloudrock Partners Ltd,11123511
BRCK Group Plc,11123804
Gloucestershire Hospitals Subsidiary Company Limited,11124256
Gerald Group Limited,11124974
Digital Medical Supply UK Limited,11126560
CBRE Global Services (UK) Limited,11127126
Fevertree Row Limited,11129523
Fevertree Europe Limited,11129528
Fevertree UK Limited,11129807
Quorum Of The Twelve Limited,11129821
Terrier Holdings Ltd,11131598
Nippon LP Resources UK Limited,11135506
Hudson Bay Capital Management (UK) Ltd,11135791
CNC Inversiones Limited,11136082
Acopia Investments Ltd,11136227
Marion Trading Ltd,11136897
THR Number 15 Plc,11137916
Exultant Holdings Limited,11139878
Clifton Park Hospital Limited,11140716
The Collinson Group Limited,11141096
Aitma Limited,11142354
Trueborn Heir Productions Limited,11142886
Hope Too Holdings Limited,11143027
Kropz Plc,11143400
Singer Body And Paint Limited,11144139
Frank King Holdings Limited,11144669
Stanmore Holdings Limited,11145727
Equitix Capital Eurobond 5 Limited,11145738
Newlyn Group Holding Ltd,11145797
McDermott Investments Limited,11147331
Aloco Group Limited,11147572
P&K Construction (Holdings) Ltd,11148086
Access Platform Sales Holdings Limited,11148347
Copper Technologies (UK) Limited,11148681
Bopper Media Ltd,11148876
Ensco 1278 Limited,11149304
Salutem Shared Services Limited,11151161
Highwood Holdings Limited,11151412
Selbey Anderson Ltd,11151713
Faircloth Holdings Limited,11151734
OFF The Kerb Productions Limited,11152501
UKWS Group Limited,11152718
I-Smart Developments Limited,11153428
Stonegate Food Group Limited,11153598
Step Springfield Village Limited,11153704
Infinity Renewables Group Ltd,11154487
Dna Payments Limited,11154668
Reactive Systems Ltd,11154890
Nuvu Development Limited,11155335
UK Bandwidth Limited,11155808
ACG Midco Limited,11157234
Multi Services Holdings Limited,11157302
Giant Employment Limited,11157629
L S P J Limited,11157925
Ifa Group Limited,11158850
HH No. 2 Limited,11159014
Kinaxis UK Limited,11159230
Entain Holdings (UK) Limited,11159638
Mooreco Limited,11159875
Renaissancere Services (UK) Limited,11160342
Time GB Finance Limited,11160419
Gore Street Energy Storage Fund Plc,11160422
Forelle Group Limited,11160686
Global Growers Limited,11160799
Advance Northumberland Limited,11161983
Allwise Holdings Limited,11162691
Levelup Talent Solutions Ltd,11163565
Prevail Partners Ltd,11163625
VM Automotive Limited,11164111
Benchmark Drinks Ltd,11164581
MMGY Global UK Holding Ltd,11165000
Odfjell Rig V Ltd,11165869
Corbett Bookmakers (Holdings) Limited,11166246
Amacor Capital Limited,11167721
Stancliffe Homes Limited,11168174
First Street Development Limited,11168919
Water Research Centre Limited,11172223
Systems Adi Group Holdings Limited,11172232
Olde Tale Productions Limited,11172364
SHL Global Management Limited,11172367
Tiq UK Midco Limited,11172369
North Cumbria Primary Care Limited,11172424
Pentair International (UK) Ltd,11172430
SHL Global Holdings 2 Limited,11172560
Dice Technology Ltd,11172573
JPS Projects Group Limited,11172810
Manx Welshpool Holdings Limited,11172990
Stream Platforms Ltd,11173225
Collins Earthworks (Transport) Limited,11173555
Peloton Interactive UK Limited,11174745
Focal Ventures Ltd,11176072
Saffronland Investments Limited,11176393
Johnsons Holdings South East Limited,11176398
Lendco Limited,11177105
Cask Industries Ltd,11178064
Ellis Holdings Limited,11178390
Stores Supply Limited,11178500
Chaing Equities Limited,11178692
RFL Property Services Limited,11180120
Darwin Recruitment Holdings Limited,11180290
Severfield Modular Solutions Limited,11180471
SCP Medical Holdings (UK) Limited,11180581
Lattimer Group Limited,11180794
NJ Holding Group Ltd,11181160
Sashimi Games Limited,11181634
Kingsway Group Global Limited,11183199
Awaze Limited,11184954
Burendo Ltd,11185546
Exochrome Holdings Limited,11186435
Pe Compass Holding Ii Limited,11187338
Once For ALL Limited,11188766
Brockton Everlast INC. Limited,11189374
Redmann Holdings Ltd,11189600
Gew Uv Holdings Limited,11190130
Swan Investments Group Holdings Limited,11190277
Worldremit Service Company Limited,11190347
Lancaster Group Holdings Limited,11190451
Amicura Holdings Limited,11190530
Sinopec Century Bright Capital Investment (UK) Limited,11190748
Spitfire Creative Technologies Limited,11191047
Gelev UK Limited,11191939
Sirius Funding Plc,11192492
Payplan Limited,11193612
Carbon Underwriting Limited,11193856
Roger Skinner Holdings Limited,11194155
Natwest Trustee And Depositary Services Limited,11194605
Key Forensic Services Limited,11194776
Hangar 13 UK Limited,11196144
Fox Group Global Ltd,11197159
James E. Smith (Holdings) Limited,11197238
Moonbug Entertainment Limited,11197631
Lucida Broking Holdings Limited,11197852
Flora Food GEC Limited,11197953
Pulse Global Limited,11198020
Croft BC Holding Ltd,11198061
Whistler Topco Limited,11198084
Equitix Capital Eurobond 5a Limited,11198519
Precise.Tv Holdings Limited,11198909
Redwood Group Holdings Limited,11199380
Oriens Holdings Limited,11199647
Ineos Automotive Limited,11201576
The Fairview Group (UK) Ltd,11201992
PBS Construction Group Ltd,11202018
Stena Don Drilling Limited,11202361
Oyo Technology And Hospitality (UK) Limited,11202796
Kedalion Capital Management Services Limited,11203197
Datix Holdco Limited,11203474
CHD Living Ltd,11204260
CHD Surrey Ltd,11204272
Purespectrum UK Limited,11204860
Minster Topco Limited,11205066
Everplay Group Plc,11205116
K & Z Holdings Limited,11205119
People Group Operations Limited,11205253
CW Wood Wharf G1 Development Company Limited,11206646
CW Wood Wharf G5 Development Company Limited,11206651
Read Hyundai Doncaster Limited,11207807
Perch Capital Limited,11207867
LK Metrology Group Ltd,11207884
Holt Holdco Limited,11208300
ACM Guildford Limited,11210577
Green Create W2V Limited,11211055
GHBP Holdings Ltd,11211952
Astir Living Limited,11212512
Valda Energy Limited,11212563
Westwoods Trade Limited,11214530
Illumicrate Limited,11214815
Spe Holdings Limited,11214962
7days Performance Limited,11215119
Kirkby RMBS Plc,11215449
Trinity Surfacing Ltd,11215848
Neon Payments Limited,11215908
Hedwig ASR Holdco Limited,11215928
Sage Investments 2 Limited,11215930
Hamsterley Limited,11216341
Storm Technologies Group Limited,11216933
Stonewood Builders Holdings Limited,11217565
Salutem LD Topco Ii Limited,11217743
Eenergy Services UK Limited,11217759
Sage Rented Limited,11217855
Sage Homes RP Limited,11217910
TH Glasshoughton Bidco Limited,11218421
Anin Star Holding Limited,11218431
Alpha FX Institutional Limited,11218435
Carriage House Group Limited,11219494
Privalgo Limited,11219580
Rockley Holdings Limited,11220182
Exoduspoint Services UK, Ltd,11220419
Ic Consult UK Limited,11220548
Innovate UK Loans Limited,11220957
Muk Global Trading H Ltd,11222978
Legal & General Affordable Homes Limited,11223470
Digital Ventures Services Limited,11224513
Bees & Honey Ltd,11226361
PL Distribution Ltd,11227078
Erasmus Restaurants Limited,11227463
Matrix Networks Group Limited,11227977
Leathwaite Human Capital Limited,11228101
Leathwaite Holdings Limited,11228106
Metcor Group (Holdings) Ltd,11228630
Boxxe Group Limited,11228734
Lowther Group Ltd,11228959
SRC Readymix Limited,11229638
P27 Topco Limited,11229734
PW P27 UK Limited,11229803
Procore UK Ltd,11230370
Project Sketch Limited,11230434
Egis Road Operation M40 Limited,11230849
TBS Group Holdings Ltd,11231415
Device Finance Collections 2 Limited,11231689
Ground Construction Holdings Limited,11231705
P2u Holdings Limited,11231760
Dyaco UK Limited,11232048
Dragon Asphalt Ltd,11232672
Netflix Studios UK Limited,11233037
Hall & Roberts (Holdings) Limited,11233867
D3S Enterprise Ltd,11234363
Asun Services Limited,11235599
KBR (Aspire Services Ventures) Limited,11235696
LK Metrology Ltd,11236854
Ricor Global Limited,11236905
Euclid Transactional UK Limited,11237103
P27 Midco Limited,11237252
Read Construction UK Limited,11239319
Geiger Ltd,11239381
Circle Waste Ltd,11239466
Ce Topco Limited,11239504
Haut Investments 2 Limited,11241004
HCS Group Limited,11241666
Cantium Business Solutions Limited,11242115
West One Development Finance Limited,11242570
Pe Titan Holding Limited,11242644
Garner Aluminium Extrusions Ltd,11243043
Gme Holdings Limited,11243455
T G Tunnelling (Holdings) Limited,11244029
BSR Epc Limited,11245654
Fprop Phoenix Limited,11245703
SGN Rotherhithe Limited,11246267
Time 4 U Group Ltd,11247274
McArdle Sport-Tec Holdings Limited,11247716
Collard Environmental Limited,11248144
Huber Parking UK Limited,11248586
M & P Leadale Group Ltd,11249147
Five Guys European Holdings Limited,11249161
Adanola Limited,11249558
Ascendal Group Limited,11249843
Standard Group Holdings Limited,11250127
Navan Labs UK Limited,11250234
Aip V Limited,11250624
Vivo Energy Limited,11250655
Samsara Networks Limited,11250772
Aip Vi Limited,11250829
Bowmoor Topco Limited,11250968
TC Group Holdings Limited,11251664
Probo Medical Holdings Limited,11251693
Ra International Group Plc,11252957
Carla Rossi Ltd,11253042
Skewb Ltd,11253470
Curaleaf International Limited,11253633
Essar Midlands Limited,11253987
The World Universities Insights Limited,11254317
VJ Technology Limited,11254760
The Multiplayer Group Ltd,11254980
Pce Holdings Limited,11255054
Countryside Timber Frame Limited,11255094
Kevin Steven Fryer Ltd,11255367
Engelhart CTP Services (UK) Limited,11255419
Okeanos Holdings Limited,11255690
TCL Electronics UK Limited,11255765
The Connolly Group Limited,11255856
Nigel Jones & Paul Bowden Ltd,11256401
Shopify UK Limited,11256480
Pascal Lang Ltd,11256801
Brockmoor (Holdings) Limited,11257701
Calderdale And Huddersfield Solutions Ltd,11258001
Estelle Manor Limited,11258257
Almar Holdings Limited,11258663
BCLP Intermediary Limited,11258819
Multifix Supply Holdings Limited,11259567
Oyster Yachts Limited,11260018
Circuit Routing Limited,11261197
Gapuma Holdings Limited,11261877
Mulberry Commercial Developments Holdings Limited,11262214
Ademco 1 Limited,11262361
Ies Utilities Group Ltd,11262423
10X Banking Technology Services Limited,11262659
Veed Limited,11264311
Ineos Enterprises Holdings Finco Ii Limited,11264542
Fred. Olsen CB Limited,11265113
Farm Fresh Fruit And Vegetables Ltd,11265254
Emerchantpay Group Limited,11266486
TDH Wheeler Limited,11266974
Amphora Intermediate Ii Limited,11267056
Owtons Holding Limited,11267411
Merlin Diesel Holdings Limited,11267668
Runway East Limited,11267930
BD Management Services Ltd,11268239
Mattison Scaffolding Holdings Limited,11268448
Albea Creative UK Limited,11268678
Ares Systematic Credit Limited,11269446
Banks Group Holdings Limited,11269831
Arrow Capital Europe Limited,11270270
Sse Slough Multifuel Limited,11271136
MBP Holdings Limited,11271351
Independent Motor Factors Limited,11272078
SWNS Media Group Limited,11272169
H&P Group Ltd,11272318
RK Brands Ltd,11272653
Vonnco Limited,11272787
William Jackson Foods Limited,11273230
Financial & Risk Organisation Limited,11273377
Kelly Topco Limited,11274657
Cme London Limited,11276290
Equitix Infrastructure 5 Limited,11276661
Equitix Infrastructure 5a Limited,11276691
Owen Taylor And Sons Holdings Limited,11277483
Steadfast Roofing Holdings Limited,11277599
Ashcourt Aggregates Limited,11277646
SH Global Plc,11278199
Commercial Improvements Limited,11278395
Anexo Group Limited,11278719
Spice Holding Ltd,11278964
Am 2 PM Recruitment Services Limited,11279036
Pepper Money Group Limited,11279067
Ras Supply Chain Integrity Ltd,11279390
Minerva Equity Limited,11279452
Retail & Asset Solutions Ltd,11280317
RHP Develop Limited,11280666
Ess Group Holdings Limited,11281088
Winfibre (U.K.) Company Limited,11281149
Captec Group Plc,11281644
American Golf (Trading) Limited,11282323
Wilson James Capital Limited,11282802
International Leisure Group Limited,11282955
Citibank UK Limited,11283101
Bruntwood Science Management Services Limited,11283116
Computerworld Group Limited,11283304
Cola Holdings Group Limited,11283559
Toyota Connected Europe Limited,11283634
RB UK Hygiene Home Commercial Limited,11284867
Red Snapper Group Limited,11285597
Stream Group Holdings Ltd,11285808
Knights Group Holdings Plc,11290101
Invicta Global Holdings Limited,11291559
Morrison Infrastructure (UK) Limited,11292181
Bso Holdings Ltd,11292622
Dick Brothers Forestry Limited,11292634
Nightingale Derbyshire Limited,11292828
Kamado Joe UK Limited,11292875
Must Have Ideas Ltd,11293230
Regent Acquisitions Limited,11294258
Santio Limited,11294345
Project Nearshore Limited,11294575
Infrabridge Investors Crown Bidco Limited,11296348
Invexans Limited,11299806
ARM Holdings Plc,11299879
Xcel Bespoke Limited,11301283
Carter Lauren Construction (Holdings) Limited,11301455
City Build Holdings Limited,11302206
Dreibach Ltd,11302910
Berens Group Limited,11303433
Durham Mortgages A Plc,11304425
Durham Mortgages B Plc,11304468
Handelsbanken Plc,11305395
Triton UK Midco Limited,11305402
Arcadia Pictures Limited,11305808
Cabin Crew International Ltd,11306331
Velox Trading Ltd,11306738
Wynyard Homes 2023 Limited,11307664
Logiq Consulting Ltd,11307972
Eci Management Limited,11308989
Midea Home Appliances UK Ltd,11309511
Seren One Limited,11309545
Book Retail Midco Limited,11309674
Purcell Architecture Limited,11310436
Oaktree Capital Management (International) Limited,11311066
Bee World UK Limited,11311357
MD Holdings (London) Limited,11311396
Cygnum Capital Group Limited,11312267
BCB Group Holdings Limited,11312470
Zeppelin Group Ltd,11313260
EP Group Holdings Limited,11313353
LCM Environmental Services Holdings Limited,11313708
Markel International Holdings Limited,11314497
Rough Trade Retail Holdings Limited,11315848
Moda Living (Sackville Road) Limited,11315852
Apac Group Holdings Ltd,11315971
Ineos Racing Limited,11316288
Hutton South East Limited,11316730
Alumno Group Limited,11316774
Etc.Venues Newco Limited,11317044
Loosegate Holdings Limited,11317173
Eas Group Limited,11317254
Meg Derby Limited,11317908
Company Petromaruz Limited,11317999
CTC (Wholesalers) Holdings Limited,11319099
Deloitte Delivery Centre Limited,11319543
Lemon Pepper Topco Limited,11319703
Motivates INC. Limited,11319734
Connect Infrastructure Topco Limited,11319944
Dream Car Giveaways Limited,11320154
C&R Construction South West Ltd,11320575
Langford Holdings Limited,11321099
Grantham Capital Limited,11321148
Artemis Midco (UK) Limited,11321849
Beesley & Fildes Holdings Ltd,11322960
Exinity Works UK Ltd,11323028
Urban Reserve (Assetco) Limited,11323479
Wec Group Holdings Ltd,11324003
CKH Iod UK Limited,11324057
Trend Networks Limited,11325193
Qahe Limited,11325201
Sasa Topco Limited,11325326
Theworks.Co.UK Plc,11325534
Duffy Group Holdings Limited,11325718
Fresha.Com SV Ltd,11326509
Western Union Payment Services GB Limited,11326797
Extreme H Ltd,11327724
Cirrus Consultants Ltd,11330591
Fulham Riverside Property Limited,11331383
Ode Asset Management Limited,11331750
PMC Treasury Group Limited,11331793
Agilico Bidco Limited,11331832
Agilico Group Limited,11331835
VRT Topco Ltd,11331987
Highfield Asset Backed Securitisation 1 Limited,11332006
Granite Holdings One Limited,11332008
Italmatch Chemicals GB Limited,11332314
Rottnest Holdings Limited,11333695
Wednesday Topco Limited,11334158
Nasstar Limited,11334412
Rawlings Fuels Limited,11335021
Amirou Holdings Limited,11340331
La Group Holdings Ltd,11340457
PPCA Holdco Limited,11341870
Yip & Sons Limited,11341931
Virtus London 7 Limited,11342447
ID Medical Group Holdings Limited,11342556
Living Space Housing Limited,11343226
Jensten Holdings Limited,11343676
Jomar Holdings Limited,11343705
Spectare Limited,11343791
Bespak HC Limited,11343867
BLS Commercials Limited,11345028
ILS Operations Ltd,11346496
Zephyr Midco 2 Limited,11346641
Criterion Hospitality Limited,11346796
Kieran Keenan Ltd,11347039
Walter & Wild Limited,11347161
Talktalk Business Direct Limited,11347230
Premier Place Propco Ltd,11347235
Christopher Sherwood Limited,11347284
Auxey Finco Limited,11347507
Sandstone Holdings (TGT) Limited,11347519
Jsa Newco Limited,11347733
Encyclis Rookery Holdco Limited,11347927
Rookery South Holding Limited,11347953
Inspired Shaftesbury Limited,11350870
Mellors Consolidated Limited,11351236
Volution Ventilation UK Limited,11352032
Cannes Topco Ltd,11352113
Mpe Engineering Services Ltd,11352158
Blend Funding Plc,11352234
Simmons & Simmons Solutions Limited,11352445
C & G Plastering Group Ltd,11353384
Molloy Investments Holdings Limited,11353599
VDL Steelweld UK Limited,11354161
Amazonico UK Limited,11354227
Evolution Funding Limited,11354996
Viva Wallet.Com Ltd,11355088
Apple Studios UK Limited,11356548
Component Sales Ltd,11356933
Edison Education Limited,11357049
Blagrave No 1 Limited,11357140
Riva Home Group Limited,11357321
Alsco Linen Services Limited,11357559
Oneglobal Broking Holdings Limited,11357570
Crown Gas And Power 2 Limited,11357910
A T & T GB Group Limited,11357952
Spec Projects Limited,11359519
Serious Sweet Holdings Limited,11359927
Autocraft Machining Solutions Ltd,11359992
Jla Midco Limited,11360492
Grand Central Glasgow Hotel Opco Limited,11361040
Edinburgh George Street Hotel Opco Limited,11361045
IHG UK Leased Hotels Limited,11361049
Roxburghe Hotel Edinburgh Opco Limited,11361053
Manchester Oxford Street Hotel Opco Limited,11361054
Asa International Group Plc,11361159
Mbo Partner 1 Ltd,11361699
Pontrilas Harvesting Limited,11364150
Ascona Group Holdings Ltd,11365515
DMT Solutions U.K. Limited,11365624
Linxon UK Ltd,11365765
Terraform Power UK Holdings Limited,11365904
Marex FX Limited,11366742
Granthall Media Limited,11366771
Titanium Ruth Holdco Limited,11367705
Cynergy Capital Ltd,11368222
Strive Holding Limited,11368792
Airscream UK Limited,11368960
Bentworth Holdings Limited,11369465
Sembcorp Energy UK Limited,11369893
Caerus Assets Limited,11370659
Pegasus Grab Hire Holdings Limited,11370684
Element Materials Technology Environmental UK Limited,11371415
Warringtonfire Testing And Certification Limited,11371436
Element Materials Technology Shared Services Limited,11371466
Nitumen Limited,11371495
Element Materials Technology Aerospace UK Limited,11371687
Hatcliffe Holdings Limited,11371821
Allerton Group Limited,11371887
Pma (Services) Limited,11372302
Perpetual Group Limited,11372500
Winterberry Group Ltd,11372770
WHS Holdco 1 Limited,11373077
Transmanor Holdings Limited,11374452
Rubrik UK Limited,11375501
PDCG (Group Services) Limited,11377238
BF1 Solutions Limited,11377708
Eisler Capital (HC) Ltd,11378316
Elanco UK Ah Limited,11378434
Guidehouse Europe Limited,11378449
Triodos Bank UK Limited,11379025
Elite Topco Limited,11380185
Pax Technology Europe Limited,11380820
Hamilton UK Services Limited,11381012
Nutun UK Limited,11381441
RDN Holdings Limited,11382000
LC Godalming Limited,11382035
Jupiter Investor Topco Limited,11383051
Tekmar Group Plc,11383143
Texo Group Limited,11383263
Oxbury Bank Plc,11383418
Lathams Holdings Limited,11383949
Clarke Group International Limited,11384033
This Is Gain Global Limited,11384253
St Ewe Free Range Eggs Limited,11384483
2gether Support Solutions Limited,11385580
Nearform UK Limited,11385621
The PRS Reit (SW) Holding Company Limited,11385650
Cory Topco Limited,11385842
Deuce Midco Limited,11385914
Xpand Holdings Limited,11387877
Dear Productions Limited,11388148
Vidya Global Limited,11388322
Evogo Group Ltd,11388495
City Gaming Limited,11388655
Liberis Finance Limited,11388845
Seilwaith Amey Cymru / Amey Infrastructure Wales Limited,11389544
Pure Retirement Group Limited,11389918
VJ Technology Holdings Limited,11390888
Orletta Limited,11390891
Paf Group Limited,11391350
Atypical Partner Ltd,11391838
I45 Limited,11392588
London And Regional Group Properties Ltd,11393108
London And Regional Group Hotels Ltd,11393139
London And Regional Group Hotel Holdings Ltd,11393145
Hawksford UK Holdings Limited,11393196
London And Regional Group Property Holdings Ltd,11393433
Atlanta Topco Limited,11394888
Portman Healthcare (Group) Limited,11396754
THCP Advisory Limited,11397497
Mervyn Mayes Ltd,11397811
Geo Roof Limited,11397817
Fantastic Productions Limited,11397871
Radmat Limited,11398268
Dingli Machinery UK Limited,11398451
Great Eastern Capital Limited,11398982
Noxon Ltd,11399148
Mra UK Investments Limited,11399150
Bucharest Topco Limited,11399344
Artfarm Group Limited,11401108
Ballinger & Co. Ltd,11401151
Kibo Holdings Limited,11402733
NL And CJ Brown Ltd,11402736
Vindolanda Topco Limited,11402737
Standard Cableteam UK Ltd,11403074
Elliott Building And Civil Engineering UK Limited,11403269
Icon Infrastructure Operations (Sterling) Ltd,11403405
Allied London Development Holdings Limited,11403585
Niantic International Holdings Limited,11403730
Niantic International Limited,11403737
Niantic International Technology Limited,11403744
Monitor Audio Group Limited,11403926
Arne Clo Ltd,11404914
Torque Holdings Limited,11406067
Van Hessen UK Operations Ltd,11406980
A Green Holdings Limited,11408478
Social Personnel Limited,11409621
DPHDC Limited,11410920
Untold Studios Limited,11410955
Ms-TD Investments Ltd,11411366
Aspen Pharmacare UK Limited,11411661
Romac Logistics Ltd,11411783
Shenzhen Datang Technology Technology Co Ltd,11411860
V.I.P Business Support Limited,11412047
Pickstock Foods Ltd,11412792
F50 League GB Limited,11412856
Moray East Holdings Limited,11413117
Small Luxury Hotels Limited,11413313
Miroma Founders Network Limited,11413437
Travis Perkins Merchant Holdings Limited,11413766
Nectar Sleep Ltd,11414108
Cushman & Wakefield UK Holdco (London) Limited,11414195
Stonewater Developments Limited,11414209
Measured Identity Hub Limited,11414518
Engineered Foam Products Limited,11414695
Everything Global Ltd,11415076
Hankinson Whittle Limited,11415123
Sage Housing Group Limited,11415740
It Works Resource Ltd,11416882
Oyster Yachts Holdings Limited,11417804
Natural Gas Solutions (UK) Ltd,11417905
Chapel Beck Limited,11418553
Space & Time Group Limited,11420565
Kori Construction (Holdings) Limited,11421766
Hippo Motor Group Holdings Limited,11422262
Green Label Holdings Limited,11422879
ARC UK Financing Limited,11423031
ADRD Investments Limited,11424167
Tough Limited,11424168
AWR Holdings UK Limited,11424771
Derby Health Staffing Ltd,11425097
Ruttle Plant Hire Limited,11425098
New Willington Limited,11425152
Prunelli United Kingdom Asset Purchaser Limited,11427566
Armour Bidco Limited,11427572
Telcom Group Ltd,11428641
DLS (Ne) Holdings Limited,11428791
Rci Bank UK Limited,11429127
Oqema London Limited,11429307
Perco Holdings Limited,11429517
TDP Bidco Limited,11429829
Mailway Packaging Solutions Group Limited,11430011
Egeplast UK Limited,11430568
PRMG Holdings Limited,11430772
Rebellion Group Ltd,11432845
Alantra Corporate Portfolio Advisors International Limited,11433438
Aerial Group Limited,11433612
Fusion Topco Limited,11434186
Chainalysis UK Limited,11434241
Novolex UK Holdings, Ltd,11434329
Neilson Active Holidays Group Limited,11434346
Burgess Group Holdings Limited,11434451
C.S.T. Pharma Group Holdings Limited,11435398
